Journal Title,JIF,JIF5Years
DEVELOPMENTAL PSYCHOLOGY,3.1,4.2
DEVELOPMENTAL REVIEW,5.7,8.9
DEVELOPMENTAL SCIENCE,3.1,4.1
DEVELOPMENTS IN THE BUILT ENVIRONMENT,6.2,7.5
DEVELOPPEMENT DURABLE and TERRITOIRES,0.1,0.2
DEVIANCE ET SOCIETE,0.3,0.3
DEVIANT BEHAVIOR,1.7,1.7
DEVICES AND METHODS OF MEASUREMENTS,0.2,0.2
DIABETES,6.2,7.1
DIABETES and METABOLIC SYNDROME-CLINICAL RESEARCH and REVIEWS,4.3,4.7
DIABETES and METABOLISM,4.6,5.1
DIABETES and METABOLISM JOURNAL,6.8,5.8
DIABETES and VASCULAR DISEASE RESEARCH,2.8,3.1
DIABETES CARE,14.8,14.1
DIABETES EPIDEMIOLOGY AND MANAGEMENT,1,1
DIABETES MELLITUS,0.7,0.5
DIABETES METABOLIC SYNDROME AND OBESITY,2.8,3.3
DIABETES OBESITY and METABOLISM,5.4,5.5
DIABETES RESEARCH AND CLINICAL PRACTICE,6.1,5.9
DIABETES STOFFWECHSEL UND HERZ,0.3,0.2
DIABETES TECHNOLOGY and THERAPEUTICS,5.7,6.7
DIABETES THERAPY,2.8,2.9
DIABETES-METABOLISM RESEARCH AND REVIEWS,4.6,6.4
DIABETIC MEDICINE,3.2,4
DIABETOLOGIA,8.4,9.1
DIABETOLOGIE,0.3,0.2
DIABETOLOGIE UND STOFFWECHSEL,0.7,0.7
DIABETOLOGY,2.4,2.4
DIABETOLOGY and METABOLIC SYNDROME,3.4,4.1
DIABETOLOGY INTERNATIONAL,1.3,2.1
DIACHRONICA,0.6,0.7
DIACRITICS-A REVIEW OF CONTEMPORARY CRITICISM,0.2,0.4
DIAGNOSIS,2.2,2.8
DIAGNOSTIC AND INTERVENTIONAL IMAGING,4.9,4.4
DIAGNOSTIC AND INTERVENTIONAL RADIOLOGY,1.4,2.2
DIAGNOSTIC CYTOPATHOLOGY,1,1.2
DIAGNOSTIC MICROBIOLOGY AND INFECTIOUS DISEASE,2.1,2
DIAGNOSTIC PATHOLOGY,2.4,2.6
DIAGNOSTICA,0.6,1
DIAGNOSTICS,3,3.1
DIALECTICAL ANTHROPOLOGY,1,1.2
DIALECTOLOGIA,<0.1,0.1
DIALECTOLOGIA ET GEOLINGUISTICA,0.1,0.1
DIALOG SO VREMENEM-DIALOGUE WITH TIME,0.1,0.1
DIALOG-A JOURNAL OF THEOLOGY,0.2,0.2
DIALOGIA,0.1,0.1
DIALOGIC PEDAGOGY,1,1.4
DIALOGICA,<0.1,<0.1
DIALOGO,<0.1,<0.1
DIALOGO DAS LETRAS,0.1,0.1
DIALOGUE-CANADIAN PHILOSOPHICAL REVIEW,0.2,0.2
DIALOGUES IN HUMAN GEOGRAPHY,8.2,16.4
DIALOGUES IN PHILOSOPHY MENTAL AND NEURO SCIENCES,0.1,0.2
DIAMETROS,0.4,0.3
DIAMOND AND RELATED MATERIALS,4.3,3.9
DIASPORA STUDIES,0.2,0.9
DIASPORAS-HISTOIRE ET SOCIETES,<0.1,<0.1
DIATOM RESEARCH,1.9,1.7
DICENDA-CUADERNOS DE FILOLOGIA HISPANICA,0.1,0.1
DICKENS QUARTERLY,0.7,0.4
DICKENS STUDIES ANNUAL,0.6,N/A
DICKENSIAN,0.7,0.4
DIDACTICA DE LAS CIENCIAS EXPERIMENTALES Y SOCIALES,0.2,0.3
DIDACTICA-LENGUA Y LITERATURA,0.2,0.2
DIFFERENCES-A JOURNAL OF FEMINIST CULTURAL STUDIES,0.8,0.8
DIFFERENTIAL AND INTEGRAL EQUATIONS,1.8,1.3
DIFFERENTIAL EQUATIONS,0.8,0.7
DIFFERENTIAL EQUATIONS and APPLICATIONS,0.7,0.8
DIFFERENTIAL EQUATIONS AND DYNAMICAL SYSTEMS,0.8,1
DIFFERENTIAL GEOMETRY AND ITS APPLICATIONS,0.6,0.7
DIFFERENTIATION,2.2,2.7
DIGEST JOURNAL OF NANOMATERIALS AND BIOSTRUCTURES,1,1
DIGEST OF MIDDLE EAST STUDIES,0.6,1
DIGESTION,3,2.8
DIGESTIVE AND LIVER DISEASE,4,3.9
DIGESTIVE DISEASES,2,2.2
DIGESTIVE DISEASES AND SCIENCES,2.5,2.9
DIGESTIVE ENDOSCOPY,5,5.4
DIGESTIVE SURGERY,1.8,1.9
DIGITAL CHEMICAL ENGINEERING,3,3
DIGITAL COMMUNICATIONS AND NETWORKS,7.5,7.3
DIGITAL CREATIVITY,1.3,1.5
DIGITAL DISCOVERY,6.2,6.2
DIGITAL EDUCATION REVIEW,1.2,1.7
DIGITAL HEALTH,2.9,3.7
DIGITAL HUMANITIES QUARTERLY,0.5,0.6
DIGITAL JOURNALISM,5.2,7.2
DIGITAL LIBRARY PERSPECTIVES,1.1,1.4
DIGITAL POLICY REGULATION AND GOVERNANCE,2.1,2.6
DIGITAL SCHOLARSHIP IN THE HUMANITIES,0.7,0.9
DIGITAL SIGNAL PROCESSING,2.9,2.9
DIGITAR-REVISTA DIGITAL DE ARQUEOLOGIA ARQUITECTURA E ARTES-DIGITAL JOURNAL OF ARCHAEOLOGY ARCHITECTURE AND ARTS,<0.1,<0.1
DIGITHUM,<0.1,0.3
DIMENSION EMPRESARIAL,0.1,0.2
DIMENSIONS OF CRITICAL CARE NURSING,1.4,1.6
DINBILIMLERI AKADEMIK ARASTIRMA DERGISI-JOURNAL OF ACADEMIC RESEARCH IN RELIGIOUS SCIENCES,0.2,0.1
DIPLOMACY and STATECRAFT,0.3,0.5
DIPLOMATIC HISTORY,0.4,0.7
DIPLOMATICA,0.6,0.8
DIRASAT HISPANICAS-REVISTA TUNECINA DE ESTUDIOS HISPANICOS,<0.1,0.1
DIREITO E PRAXIS,0.2,0.2
DIRITTI UMANI E DIRITTO INTERNAZIONALE,0.3,0.2
DISABILITY and SOCIETY,1.9,3
DISABILITY AND HEALTH JOURNAL,3.7,3.7
DISABILITY AND REHABILITATION,2.1,2.5
DISABILITY AND REHABILITATION-ASSISTIVE TECHNOLOGY,1.9,2.4
DISASTER MEDICINE AND PUBLIC HEALTH PREPAREDNESS,1.9,1.9
DISASTER PREVENTION AND MANAGEMENT,1.9,2
DISASTERS,2.4,3.1
DISCOURSE and COMMUNICATION,2.1,2.2
DISCOURSE and SOCIETY,2.4,2.4
DISCOURSE CONTEXT and MEDIA,2.3,2.3
DISCOURSE PROCESSES,2.1,2
DISCOURSE STUDIES,1.4,2.1
DISCOURSE-JOURNAL FOR THEORETICAL STUDIES IN MEDIA AND CULTURE,0.2,0.2
DISCOURSE-STUDIES IN THE CULTURAL POLITICS OF EDUCATION,1.7,2
DISCOURS-REVUE DE LINGUISTIQUE PSYCHOLINGUISTIQUE ET INFORMATIQUE,0.5,0.5
DISCOVER ONCOLOGY,2.8,2.8
DISCOVER SUSTAINABILITY,2.4,2.3
DISCOVERY MEDICINE,2,2.8
DISCRETE and COMPUTATIONAL GEOMETRY,0.6,0.7
DISCRETE ANALYSIS,1,1.3
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS,1.1,1.2
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B,1.3,1.2
DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES S,1.3,1.4
DISCRETE APPLIED MATHEMATICS,1,1
DISCRETE DYNAMICS IN NATURE AND SOCIETY,1.3,1.2
DISCRETE EVENT DYNAMIC SYSTEMS-THEORY AND APPLICATIONS,1.4,1.4
DISCRETE MATHEMATICS,0.7,0.8
DISCRETE MATHEMATICS ALGORITHMS AND APPLICATIONS,0.6,0.6
DISCRETE MATHEMATICS AND APPLICATIONS,0.3,0.2
DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,0.5,0.5
DISCRETE MATHEMATICS LETTERS,1,0.9
DISCRETE OPTIMIZATION,0.9,1
DISCUSSIONES MATHEMATICAE GRAPH THEORY,0.5,0.6
DISEASE MODELS and MECHANISMS,4,4.2
DISEASES,2.9,N/A
DISEASES OF AQUATIC ORGANISMS,1.1,1.5
DISEASES OF THE COLON and RECTUM,3.2,4
DISEASES OF THE ESOPHAGUS,2.3,2.7
DISEGNARE IDEE IMMAGINI-IDEAS IMAGES,<0.1,<0.1
DISEGNARECON,0.8,0.4
DISP,0.7,1.1
DISPARIDADES-REVISTA DE ANTROPOLOGIA,0.2,0.2
DISPLAYS,3.7,3.4
DISSENT,0.6,0.9
DISSERTATIONES MATHEMATICAE,1.5,1.4
DISSOLUTION TECHNOLOGIES,1,1
DISTANCE EDUCATION,3.7,5.4
DISTINKTION-JOURNAL OF SOCIAL THEORY,1.4,1.3
DISTRIBUTED AND PARALLEL DATABASES,1.5,1.3
DISTRIBUTED COMPUTING,1.3,1.6
DIVERSITY AND DISTRIBUTIONS,4.6,5.2
DIVERSITY-BASEL,2.1,2.3
DIVING AND HYPERBARIC MEDICINE,0.8,1
DIXI,0.4,0.2
DIXIT,0.2,0.2
DIX-NEUF,0.2,0.2
DIX-SEPTIEME SIECLE,0.1,0.1
DM DISEASE-A-MONTH,3.8,5.5
DNA AND CELL BIOLOGY,2.6,3.6
DNA REPAIR,3,3.7
DNA RESEARCH,3.9,4
DOBRAS,<0.1,<0.1
DOCTOR VIRTUALIS-RIVISTA DI STORIA DELLA FILOSOFIA MEDIEVALE,<0.1,<0.1
DOCUMENTA ET INSTRUMENTA,0.3,0.1
DOCUMENTA MATHEMATICA,0.9,0.8
DOCUMENTA OPHTHALMOLOGICA,2.6,2.1
DOCUMENTACION DE LAS CIENCIAS DE LA INFORMACION,0.2,0.2
DOCUMENTATION ET BIBLIOTHEQUES,0.1,0.1
DOCUMENTI E STUDI SULLA TRADIZIONE FILOSOFICA MEDIEVALE,0.2,0.2
DOCUMENTI GEOGRAFICI,0.1,0.2
DOCUMENTS D ANALISI GEOGRAFICA,0.7,0.8
DOKLADY BIOCHEMISTRY AND BIOPHYSICS,0.8,0.8
DOKLADY CHEMISTRY,0.8,0.7
DOKLADY EARTH SCIENCES,0.7,0.6
DOKLADY MATHEMATICS,0.5,0.4
DOKLADY NATSIONALNOI AKADEMII NAUK BELARUSI,0.1,0.1
DOKLADY PHYSICAL CHEMISTRY,1.1,0.7
DOKLADY PHYSICS,0.6,0.5
DOLOMITES RESEARCH NOTES ON APPROXIMATION,0.6,0.7
DOMESTIC ANIMAL ENDOCRINOLOGY,1.9,2
DOSE-RESPONSE,2.3,2.5
DOWN BEAT,0.1,<0.1
DOWNSIDE REVIEW,0.2,0.3
DOXA COMUNICACION,0.5,0.8
DOXA-CUADERNOS DE FILOSOFIA Y DERECHO,0.3,0.4
DRAMA THERAPY REVIEW,0.5,0.6
DREAMING,0.8,1.1
DRESS-THE JOURNAL OF THE COSTUME SOCIETY OF AMERICA,0.2,0.3
DREVNYAYA RUS-VOPROSY MEDIEVISTIKI,0.2,0.1
DREWNO,0.8,0.8
DROIT ET CULTURES,0.1,<0.1
DRONE SYSTEMS AND APPLICATIONS,1.7,1.7
DRONES,4.4,4.8
DRUG AND ALCOHOL DEPENDENCE,3.9,4.1
DRUG AND ALCOHOL REVIEW,3,3.4
DRUG AND CHEMICAL TOXICOLOGY,2.1,2.4
DRUG DELIVERY,6.5,6.7
DRUG DELIVERY AND TRANSLATIONAL RESEARCH,5.7,5.5
DRUG DESIGN DEVELOPMENT AND THERAPY,4.7,4.8
DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,2.4,3.3
DRUG DEVELOPMENT RESEARCH,3.5,4
DRUG DISCOVERIES AND THERAPEUTICS,1.9,1.8
DRUG DISCOVERY TODAY,6.5,7.3
DRUG HEALTHCARE AND PATIENT SAFETY,2.2,2.2
DRUG METABOLISM AND DISPOSITION,4.4,3.7
DRUG METABOLISM AND PHARMACOKINETICS,2.7,2.4
DRUG METABOLISM REVIEWS,3.4,6.5
DRUG RESEARCH,1.7,1.8
DRUG RESISTANCE UPDATES,15.8,18.1
DRUG SAFETY,4,4.1
DRUG TARGET INSIGHTS,2,2.4
DRUG TESTING AND ANALYSIS,2.6,2.4
DRUGS,13,11.4
DRUGS and AGING,3.4,3.5
DRUGS and THERAPY PERSPECTIVES,0.6,0.6
DRUGS HABITS AND SOCIAL POLICY,1.3,1.4
DRUGS IN RandD,2.2,2.4
DRUGS-EDUCATION PREVENTION AND POLICY,1.5,1.7
DRUGS-REAL WORLD OUTCOMES,1.9,N/A
DRUSTVENA ISTRAZIVANJA,0.5,0.5
DRVNA INDUSTRIJA,0.7,0.9
DRYING TECHNOLOGY,2.7,3.2
DU BOIS REVIEW-SOCIAL SCIENCE RESEARCH ON RACE,1.6,2.1
DUBAI MEDICAL JOURNAL,0.5,0.7
DUKE LAW JOURNAL,1.8,1.8
DUKE MATHEMATICAL JOURNAL,2.3,2.5
DUSUNEN ADAM-JOURNAL OF PSYCHIATRY AND NEUROLOGICAL SCIENCES,0.7,1
DUTCH CROSSING-JOURNAL OF LOW COUNTRIES STUDIES,0.4,0.3
DUTCH JOURNAL OF APPLIED LINGUISTICS,0.6,0.7
DYES AND PIGMENTS,4.1,3.7
DYNA,0.8,0.7
DYNAMIC GAMES AND APPLICATIONS,1.8,1.6
DYNAMICAL SYSTEMS-AN INTERNATIONAL JOURNAL,0.5,0.5
DYNAMICS OF ATMOSPHERES AND OCEANS,1.9,2.1
DYNAMICS OF PARTIAL DIFFERENTIAL EQUATIONS,1.1,1
DYNAMIS,0.3,0.3
DYSLEXIA,1.9,2.4
DYSPHAGIA,2.2,2.6
E and M EKONOMIE A MANAGEMENT,1.4,1.1
EandG QUATERNARY SCIENCE JOURNAL,1.3,1.5
EAI ENDORSED TRANSACTIONS ON SCALABLE INFORMATION SYSTEMS,1.1,1.1
EAR AND HEARING,2.6,3.1
EARI-EDUCACION ARTISTICA-REVISTA DE INVESTIGACION,0.1,0.3
EARLY AMERICAN LITERATURE,0.3,0.5
EARLY AMERICAN STUDIES-AN INTERDISCIPLINARY JOURNAL,0.2,0.4
EARLY CHILD DEVELOPMENT AND CARE,1,1.4
EARLY CHILDHOOD EDUCATION JOURNAL,2.3,2.5
EARLY CHILDHOOD RESEARCH QUARTERLY,3.2,4
EARLY CHINA,0.3,0.5
EARLY CHRISTIANITY,0.3,0.4
EARLY EDUCATION AND DEVELOPMENT,2.1,2.9
EARLY HUMAN DEVELOPMENT,2.2,2.3
EARLY INTERVENTION IN PSYCHIATRY,2.1,2.3
EARLY MEDIEVAL CHINA,0.3,0.7
EARLY MEDIEVAL EUROPE,0.7,0.8
EARLY MODERN FRENCH STUDIES,0.2,0.2
EARLY MODERN WOMEN-AN INTERDISCIPLINARY JOURNAL,0.1,0.3
EARLY MUSIC,0.6,0.5
EARLY MUSIC HISTORY,0.2,0.2
EARLY POPULAR VISUAL CULTURE,0.1,0.2
EARLY SCIENCE AND MEDICINE,0.5,0.5
EARLY THEATRE,0.2,0.4
EARLY YEARS,1.3,1.3
EARTH,2.1,2.1
EARTH AND ENVIRONMENTAL SCIENCE TRANSACTIONS OF THE ROYAL SOCIETY OF EDINBURGH,0.9,1.4
EARTH AND PLANETARY PHYSICS,2.5,2.6
EARTH AND PLANETARY SCIENCE LETTERS,4.8,5
EARTH AND SPACE SCIENCE,2.9,3.4
EARTH INTERACTIONS,1.6,2.4
EARTH MOON AND PLANETS,0.7,0.6
EARTH PLANETS AND SPACE,3,2.9
EARTH SCIENCE INFORMATICS,2.7,2.9
EARTH SCIENCES HISTORY,0.3,0.3
EARTH SCIENCES RESEARCH JOURNAL,0.7,0.8
EARTH SURFACE DYNAMICS,2.8,3.6
EARTH SURFACE PROCESSES AND LANDFORMS,2.8,3.4
EARTH SYSTEM DYNAMICS,7.9,6.7
EARTH SYSTEM GOVERNANCE,4.4,5.7
EARTH SYSTEM SCIENCE DATA,11.2,12.1
EARTH SYSTEMS AND ENVIRONMENT,5.3,5.2
EARTHQUAKE ENGINEERING and STRUCTURAL DYNAMICS,4.3,4.7
EARTHQUAKE ENGINEERING AND ENGINEERING VIBRATION,2.6,2.6
EARTHQUAKE SCIENCE,1.9,1.3
EARTHQUAKE SPECTRA,3.1,3.7
EARTHQUAKES AND STRUCTURES,1.4,1.5
EARTHS FUTURE,7.3,8.7
EARTH-SCIENCE REVIEWS,10.8,13
EAST ASIA,1.2,1.1
EAST ASIAN ECONOMIC REVIEW,1,0.8
EAST ASIAN JOURNAL ON APPLIED MATHEMATICS,1.2,1
EAST ASIAN POLICY,1.1,0.5
EAST ASIAN PRAGMATICS,0.1,N/A
EAST ASIAN PUBLISHING AND SOCIETY,0.3,0.3
EAST ASIAN SCIENCE TECHNOLOGY AND SOCIETY-AN INTERNATIONAL JOURNAL,0.7,0.9
EAST CENTRAL EUROPE,0.2,0.4
EAST EUROPEAN JEWISH AFFAIRS,0.2,0.2
EAST EUROPEAN JOURNAL OF PHYSICS,1,0.7
EAST EUROPEAN POLITICS,2,2.9
EAST EUROPEAN POLITICS AND SOCIETIES,0.7,1.2
EASTERN AFRICAN LITERARY AND CULTURAL STUDIES,0.4,N/A
EASTERN ECONOMIC JOURNAL,1.1,1
EASTERN EUROPEAN COUNTRYSIDE,0.3,0.4
EASTERN EUROPEAN ECONOMICS,1.3,1.4
EASTERN JOURNAL OF EUROPEAN STUDIES,0.7,0.7
EASTERN MEDITERRANEAN HEALTH JOURNAL,1.7,2
EATING AND WEIGHT DISORDERS-STUDIES ON ANOREXIA BULIMIA AND OBESITY,2.9,2.9
EATING BEHAVIORS,2.4,2.7
EATING DISORDERS,3,3.1
E-BALONMANO COM,1,0.8
EBIOMEDICINE,9.7,9.2
EC TAX REVIEW,0.9,0.7
ECANCERMEDICALSCIENCE,1.2,1.9
ECCLESIASTICAL LAW JOURNAL,0.6,0.6
ECCLESIOLOGY,0.6,0.4
ECCOS-REVISTA CIENTIFICA,<0.1,0.1
ECHO RESEARCH AND PRACTICE,3.2,3.2
ECHOCARDIOGRAPHY-A JOURNAL OF CARDIOVASCULAR ULTRASOUND AND ALLIED TECHNIQUES,1.6,1.7
E-CIENCIAS DE LA INFORMACION,0.2,0.3
ECLINICALMEDICINE,9.6,9.9
ECNU REVIEW OF EDUCATION,2.7,N/A
ECO MONT-JOURNAL ON PROTECTED MOUNTAIN AREAS RESEARCH,0.7,0.6
ECOGRAPHY,5.4,6.4
ECOHEALTH,2.2,2.9
ECOHYDROLOGY,2.5,2.9
ECOHYDROLOGY and HYDROBIOLOGY,2.7,2.8
ECOLOGIA APLICADA,0.4,0.5
ECOLOGICAL APPLICATIONS,4.3,5.1
ECOLOGICAL CHEMISTRY AND ENGINEERING S-CHEMIA I INZYNIERIA EKOLOGICZNA S,2.5,1.8
ECOLOGICAL COMPLEXITY,3.1,2.7
ECOLOGICAL ECONOMICS,6.6,6.9
ECOLOGICAL ENGINEERING,3.9,4.1
ECOLOGICAL ENTOMOLOGY,2,2.1
ECOLOGICAL INDICATORS,7,6.6
ECOLOGICAL INFORMATICS,5.8,5.6
ECOLOGICAL MANAGEMENT and RESTORATION,1.9,2.2
ECOLOGICAL MODELLING,2.6,2.9
ECOLOGICAL MONOGRAPHS,7.1,9
ECOLOGICAL PROCESSES,4.6,5
ECOLOGICAL PSYCHOLOGY,1.8,2.2
ECOLOGICAL QUESTIONS,0.6,0.7
ECOLOGICAL RESEARCH,1.7,2
ECOLOGICAL RESTORATION,2.3,1.6
ECOLOGICAL SOLUTIONS AND EVIDENCE,2.6,2.7
ECOLOGIES,1.7,1.7
ECOLOGY,4.4,5.5
ECOLOGY AND EVOLUTION,2.3,2.9
ECOLOGY AND SOCIETY,3.6,4.5
ECOLOGY LAW QUARTERLY,0.3,0.8
ECOLOGY LETTERS,7.6,9.8
ECOLOGY OF FOOD AND NUTRITION,1.7,1.9
ECOLOGY OF FRESHWATER FISH,1.6,2
ECOMAT,10.7,12.3
ECON JOURNAL WATCH,0.3,0.5
ECONOMETRIC REVIEWS,0.8,1.9
ECONOMETRIC THEORY,1,1.6
ECONOMETRICA,6.6,8.2
ECONOMETRICS,1.1,1.4
ECONOMETRICS AND STATISTICS,2,1.6
ECONOMETRICS JOURNAL,2.9,4.8
ECONOMIA AGRARIA Y RECURSOS NATURALES,0.5,1.1
ECONOMIA POLITICA,2.8,1.8
ECONOMIA SOCIEDAD Y TERRITORIO,0.3,0.4
ECONOMIA-JOURNAL OF THE LATIN AMERICAN AND CARIBBEAN ECONOMIC ASSOCIATION,1.2,1.1
ECONOMIC AFFAIRS,1,1.2
ECONOMIC ANALYSIS AND POLICY,7.9,6.8
ECONOMIC AND ENVIRONMENTAL GEOLOGY,0.4,0.4
ECONOMIC AND INDUSTRIAL DEMOCRACY,1.7,1.8
ECONOMIC AND LABOUR RELATIONS REVIEW,1.5,1.9
ECONOMIC AND POLITICAL STUDIES-EPS,1.5,1.8
ECONOMIC AND SOCIAL CHANGES-FACTS TRENDS FORECAST,0.5,0.4
ECONOMIC AND SOCIAL REVIEW,0.2,0.9
ECONOMIC ANTHROPOLOGY,1.2,1.8
ECONOMIC BOTANY,1.7,2.4
ECONOMIC CHANGE AND RESTRUCTURING,4,3.9
ECONOMIC COMPUTATION AND ECONOMIC CYBERNETICS STUDIES AND RESEARCH,1.4,0.9
ECONOMIC DEVELOPMENT AND CULTURAL CHANGE,2,2.1
ECONOMIC DEVELOPMENT QUARTERLY,1.7,1.7
ECONOMIC GEOGRAPHY,7.2,11.1
ECONOMIC GEOLOGY,5.5,6
ECONOMIC HISTORY OF DEVELOPING REGIONS,0.9,1.4
ECONOMIC HISTORY REVIEW,1.4,1.9
ECONOMIC INQUIRY,1.7,1.8
ECONOMIC ISSUES,0.8,1
ECONOMIC JOURNAL,3.8,4.5
ECONOMIC JOURNAL OF EMERGING MARKETS,0.7,0.7
ECONOMIC MODELLING,4.2,4.2
ECONOMIC NOTES,0.8,1.3
ECONOMIC PAPERS,0.9,1.1
ECONOMIC POLICY,4.5,5.7
ECONOMIC RECORD,1.1,1.4
ECONOMIC SYSTEMS,2.8,3.4
ECONOMIC SYSTEMS RESEARCH,1.8,2.2
ECONOMIC THEORY,1.2,1.1
ECONOMIC THEORY BULLETIN,0.4,0.3
ECONOMICA,1.6,2.1
ECONOMICS and HUMAN BIOLOGY,2.2,2.3
ECONOMICS and POLITICS,1.5,1.9
ECONOMICS and SOCIOLOGY,2.1,1.7
ECONOMICS AND BUSINESS LETTERS,0.9,0.8
ECONOMICS AND BUSINESS REVIEW,1.2,1
ECONOMICS AND FINANCE LETTERS,0.8,N/A
ECONOMICS AND PHILOSOPHY,1.2,1.3
ECONOMICS ECOLOGY SOCIUM,0.6,N/A
ECONOMICS LETTERS,2.1,2.1
ECONOMICS OF EDUCATION REVIEW,1.8,2.6
ECONOMICS OF ENERGY and ENVIRONMENTAL POLICY,1.8,1.8
ECONOMICS OF GOVERNANCE,1.2,1
ECONOMICS OF INNOVATION AND NEW TECHNOLOGY,3.2,3.2
ECONOMICS OF PEACE AND SECURITY JOURNAL,1.1,0.6
ECONOMICS OF TRANSITION AND INSTITUTIONAL CHANGE,1,1.1
ECONOMICS OF TRANSPORTATION,2.2,2.6
ECONOMICS-THE OPEN ACCESS OPEN-ASSESSMENT E-JOURNAL,0.8,1.2
ECONOMIES,2.1,2.2
ECONOMIST-NETHERLANDS,2.4,2.3
ECONOMISTS VOICE,0.4,0.4
ECONOMY AND SOCIETY,4,5.1
ECONOMY OF REGION,0.5,0.5
ECOPSYCHOLOGY,2,2.1
ECOSCIENCE,1.3,1.5
ECOS-ESTUDOS CONTEMPORANEOS DA SUBJETIVIDADE,<0.1,<0.1
ECOSISTEMAS,0.8,0.8
ECOSISTEMAS Y RECURSOS AGROPECUARIOS,0.3,0.5
ECOSPHERE,2.7,3.2
ECOSYSTEM HEALTH AND SUSTAINABILITY,4.2,5
ECOSYSTEM SERVICES,6.1,6.9
ECOSYSTEMS,3.4,3.9
ECOSYSTEMS AND PEOPLE,3.5,4.8
ECOTOXICOLOGY,2.4,2.7
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,6.2,6.3
ECS JOURNAL OF SOLID STATE SCIENCE AND TECHNOLOGY,1.8,2
ECUMENICAL REVIEW,0.1,0.2
ECUMENICA-PERFORMANCE AND RELIGION,0.1,N/A
EDAD MEDIA-REVISTA DE HISTORIA,0.3,0.4
EDGAR ALLAN POE REVIEW,0.2,0.2
EDINBURGH LAW REVIEW,0.2,0.2
EDITH WHARTON REVIEW,<0.1,<0.1
EDMA 0-6-EDUCACION MATEMATICA EN LA INFANCIA,0.2,0.3
EDMETIC,1.2,1.4
EDUCACAO,0.1,0.2
EDUCACAO and FORMACAO,0.6,0.4
EDUCACAO POR ESCRITO,0.1,0.1
EDUCACION FISICA Y CIENCIA,0.2,0.2
EDUCACION FISICA Y DEPORTE,<0.1,0.2
EDUCACION XX1,3,3.2
EDUCADE-REVISTA DE EDUCACION EN CONTABILIDAD FINANZAS Y ADMINISTRACION DE EMPRESAS,0.1,0.3
EDUCAR,1.1,1.1
EDUCAR EM REVISTA,0.2,0.3
EDUCATIO SIGLO XXI,0.5,0.7
EDUCATION 3-13,0.9,1
EDUCATION AND INFORMATION TECHNOLOGIES,4.8,4.8
EDUCATION AND TRAINING,3.2,3.5
EDUCATION AND TRAINING IN AUTISM AND DEVELOPMENTAL DISABILITIES,0.7,1.3
EDUCATION AND TREATMENT OF CHILDREN,1.7,1.6
EDUCATION AND URBAN SOCIETY,0.8,1.2
EDUCATION AS CHANGE,0.8,0.9
EDUCATION CITIZENSHIP AND SOCIAL JUSTICE,0.7,1.1
EDUCATION ET FRANCOPHONIE,0.2,0.2
EDUCATION FINANCE AND POLICY,1.7,2
EDUCATION FOR CHEMICAL ENGINEERS,3.5,3.3
EDUCATION FOR HEALTH,0.9,1.5
EDUCATION FOR INFORMATION,0.7,6.7
EDUCATION FOR PRIMARY CARE,1.5,1.2
EDUCATION IN THE KNOWLEDGE SOCIETY,1.9,1.8
EDUCATION INQUIRY,1.6,N/A
EDUCATION POLICY ANALYSIS ARCHIVES,0.6,N/A
EDUCATION SCIENCES,2.5,2.6
EDUCATIONAL ACTION RESEARCH,0.8,1.3
EDUCATIONAL ADMINISTRATION QUARTERLY,2.4,4.2
EDUCATIONAL AND DEVELOPMENTAL PSYCHOLOGIST,2.2,2
EDUCATIONAL AND PSYCHOLOGICAL MEASUREMENT,2.1,4.1
EDUCATIONAL ASSESSMENT,2.1,2.1
EDUCATIONAL ASSESSMENT EVALUATION AND ACCOUNTABILITY,2.8,3.4
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,2.4,3.7
EDUCATIONAL FORUM,1.5,1.4
EDUCATIONAL GERONTOLOGY,1.1,1.5
EDUCATIONAL LEADERSHIP,0.4,0.5
EDUCATIONAL MANAGEMENT ADMINISTRATION and LEADERSHIP,2.7,3.5
EDUCATIONAL MEASUREMENT-ISSUES AND PRACTICE,2.7,2
EDUCATIONAL MEDIA INTERNATIONAL,1.4,2.2
EDUCATIONAL PHILOSOPHY AND THEORY,1.5,1.8
EDUCATIONAL POLICY,1.6,2
EDUCATIONAL PSYCHOLOGIST,14.3,15.1
EDUCATIONAL PSYCHOLOGY,3.6,4.3
EDUCATIONAL PSYCHOLOGY IN PRACTICE,1,1.3
EDUCATIONAL PSYCHOLOGY REVIEW,10.1,12.5
EDUCATIONAL RESEARCH,2.7,4.1
EDUCATIONAL RESEARCH AND EVALUATION,2.3,3.4
EDUCATIONAL RESEARCH FOR POLICY AND PRACTICE,1.2,1.4
EDUCATIONAL RESEARCH FOR SOCIAL CHANGE,0.7,0.7
EDUCATIONAL RESEARCH REVIEW,9.6,13.7
EDUCATIONAL RESEARCHER,5.4,7.6
EDUCATIONAL REVIEW,3.1,3.9
EDUCATIONAL STUDIES,1.8,1.9
